year	sex	name	n	prop
1978	F	Ashley	3483	0.00211889
1978	F	Teresa	3472	0.00211219
1978	F	Caroline	1309	7.9633e-4
1978	F	Claudia	1200	7.3002e-4
1978	F	Stefanie	764	4.6478e-4
1978	F	Hannah	735	4.4714e-4
1978	F	Karina	478	2.9079e-4
1978	F	Karin	421	2.5612e-4
1978	F	Charmaine	231	1.4053e-4
1978	F	Helena	213	1.2958e-4
1978	F	Magdalena	147	8.943e-5
1978	F	Clarice	81	4.928e-5
1978	F	Page	43	2.616e-5
1978	F	Oona	8	4.87e-6
1978	F	Ahmad	6	3.65e-6
1978	M	Ashley	533	3.1186e-4
1978	M	Ahmad	203	1.1878e-4
1978	M	Mohammad	76	4.447e-5
1978	M	Teresa	13	7.61e-6
1978	M	Claudia	10	5.85e-6
1978	M	Florian	6	3.51e-6
1978	M	Page	6	3.51e-6
1978	M	Caroline	5	2.93e-6
1978	M	Karin	5	2.93e-6
1979	F	Ashley	4451	0.00258309
1979	F	Teresa	3481	0.00202016
1979	F	Caroline	1352	7.8462e-4
1979	F	Claudia	1308	7.5908e-4
1979	F	Hannah	971	5.6351e-4
1979	F	Stefanie	706	4.0972e-4
1979	F	Karina	505	2.9307e-4
1979	F	Karin	331	1.9209e-4
1979	F	Charmaine	249	1.445e-4
1979	F	Helena	244	1.416e-4
1979	F	Magdalena	181	1.0504e-4
1979	F	Clarice	82	4.759e-5
1979	F	Page	43	2.495e-5
1979	F	Oona	10	5.8e-6
1979	F	Ahmad	6	3.48e-6
1979	M	Ashley	586	3.2704e-4
1979	M	Ahmad	286	1.5961e-4
1979	M	Mohammad	110	6.139e-5
1979	M	Claudia	13	7.26e-6
1979	M	Teresa	11	6.14e-6
1979	M	Page	10	5.58e-6
1979	M	Karina	9	5.02e-6
1979	M	Hannah	6	3.35e-6
1979	M	Karin	6	3.35e-6
1979	M	Caroline	5	2.79e-6
1980	F	Ashley	7296	0.00409805
1980	F	Teresa	3148	0.00176818
1980	F	Claudia	1405	7.8917e-4
1980	F	Stefanie	1333	7.4872e-4
1980	F	Caroline	1313	7.3749e-4
1980	F	Hannah	1222	6.8638e-4
1980	F	Karina	675	3.7914e-4
1980	F	Karin	337	1.8929e-4
1980	F	Charmaine	245	1.3761e-4
1980	F	Helena	218	1.2245e-4
1980	F	Magdalena	167	9.38e-5
1980	F	Clarice	74	4.156e-5
1980	F	Page	28	1.573e-5
1980	F	Oona	9	5.06e-6
1980	F	Mohammad	5	2.81e-6
1980	M	Ashley	746	4.0215e-4
1980	M	Ahmad	235	1.2668e-4
1980	M	Mohammad	111	5.984e-5
1980	M	Teresa	13	7.01e-6
1980	M	Claudia	12	6.47e-6
1980	M	Page	12	6.47e-6
1980	M	Hannah	7	3.77e-6
1980	M	Karina	7	3.77e-6
1980	M	Caroline	5	2.7e-6
1981	F	Ashley	8878	0.00496467
1981	F	Teresa	3122	0.00174586
1981	F	Claudia	1530	8.5559e-4
1981	F	Stefanie	1487	8.3155e-4
1981	F	Hannah	1413	7.9017e-4
1981	F	Caroline	1392	7.7842e-4
1981	F	Karina	657	3.674e-4
1981	F	Karin	311	1.7391e-4
1981	F	Helena	222	1.2414e-4
1981	F	Charmaine	205	1.1464e-4
1981	F	Magdalena	168	9.395e-5
1981	F	Clarice	89	4.977e-5
1981	F	Page	30	1.678e-5
1981	F	Oona	9	5.03e-6
1981	M	Ashley	674	3.619e-4
1981	M	Ahmad	244	1.3101e-4
1981	M	Mohammad	117	6.282e-5
1981	M	Claudia	17	9.13e-6
1981	M	Teresa	15	8.05e-6
1981	M	Caroline	9	4.83e-6
1981	M	Page	9	4.83e-6
1981	M	Karina	8	4.3e-6
1981	M	Florian	6	3.22e-6
1981	M	Stefanie	5	2.68e-6
1982	F	Ashley	14853	0.00818805
1982	F	Teresa	2882	0.00158877
1982	F	Stefanie	1949	0.00107443
1982	F	Hannah	1580	8.7101e-4
1982	F	Caroline	1536	8.4675e-4
1982	F	Claudia	1438	7.9273e-4
1982	F	Karina	667	3.677e-4
1982	F	Karin	295	1.6263e-4
1982	F	Helena	243	1.3396e-4
1982	F	Charmaine	201	1.1081e-4
1982	F	Magdalena	195	1.075e-4
1982	F	Clarice	102	5.623e-5
1982	F	Page	30	1.654e-5
1982	M	Ashley	650	3.4444e-4
1982	M	Ahmad	209	1.1075e-4
1982	M	Mohammad	131	6.942e-5
1982	M	Claudia	26	1.378e-5
1982	M	Teresa	21	1.113e-5
1982	M	Karina	10	5.3e-6
1982	M	Caroline	7	3.71e-6
1982	M	Florian	7	3.71e-6
1982	M	Hannah	7	3.71e-6
1982	M	Magdalena	5	2.65e-6
1983	F	Ashley	33293	0.01860616
1983	F	Teresa	2702	0.00151004
1983	F	Stefanie	2667	0.00149048
1983	F	Hannah	2400	0.00134127
1983	F	Caroline	1479	8.2656e-4
1983	F	Claudia	1352	7.5558e-4
1983	F	Karina	647	3.6158e-4
1983	F	Karin	240	1.3413e-4
1983	F	Charmaine	235	1.3133e-4
1983	F	Helena	206	1.1513e-4
1983	F	Magdalena	144	8.048e-5
1983	F	Clarice	68	3.8e-5
1983	F	Page	45	2.515e-5
1983	F	Oona	5	2.79e-6
1983	M	Ashley	595	3.1932e-4
1983	M	Ahmad	178	9.553e-5
1983	M	Mohammad	145	7.782e-5
1983	M	Claudia	16	8.59e-6
1983	M	Teresa	14	7.51e-6
1983	M	Hannah	12	6.44e-6
1983	M	Karina	12	6.44e-6
1983	M	Stefanie	9	4.83e-6
1983	M	Florian	6	3.22e-6
1983	M	Karin	5	2.68e-6
1984	F	Ashley	38770	0.02150436
1984	F	Teresa	2386	0.00132343
1984	F	Hannah	2266	0.00125687
1984	F	Stefanie	2127	0.00117977
1984	F	Caroline	1633	9.0577e-4
1984	F	Claudia	1352	7.4991e-4
1984	F	Karina	657	3.6441e-4
1984	F	Karin	272	1.5087e-4
1984	F	Helena	201	1.1149e-4
1984	F	Charmaine	184	1.0206e-4
1984	F	Magdalena	149	8.265e-5
1984	F	Clarice	84	4.659e-5
1984	F	Page	35	1.941e-5
1984	F	Hanne	5	2.77e-6
1984	F	Oona	5	2.77e-6
1984	M	Ashley	541	2.8834e-4
1984	M	Ahmad	165	8.794e-5
1984	M	Mohammad	158	8.421e-5
1984	M	Claudia	22	1.173e-5
1984	M	Teresa	18	9.59e-6
1984	M	Hannah	14	7.46e-6
1984	M	Caroline	10	5.33e-6
1984	M	Page	9	4.8e-6
1984	M	Florian	7	3.73e-6
1984	M	Stefanie	5	2.66e-6
1985	F	Ashley	47007	0.02546559
1985	F	Hannah	2448	0.00132618
1985	F	Teresa	2211	0.00119779
1985	F	Caroline	1751	9.4859e-4
1985	F	Stefanie	1462	7.9202e-4
1985	F	Claudia	1397	7.5681e-4
1985	F	Karina	670	3.6297e-4
1985	F	Karin	196	1.0618e-4
1985	F	Helena	186	1.0076e-4
1985	F	Charmaine	183	9.914e-5
1985	F	Magdalena	141	7.639e-5
1985	F	Clarice	64	3.467e-5
1985	F	Page	41	2.221e-5
1985	F	Oona	6	3.25e-6
1985	M	Ashley	502	2.6094e-4
1985	M	Ahmad	189	9.824e-5
1985	M	Mohammad	156	8.109e-5
1985	M	Claudia	20	1.04e-5
1985	M	Florian	13	6.76e-6
1985	M	Karina	13	6.76e-6
1985	M	Teresa	12	6.24e-6
1985	M	Page	9	4.68e-6
1985	M	Hannah	8	4.16e-6
1985	M	Stefanie	6	3.12e-6
1985	M	Caroline	5	2.6e-6
1986	F	Ashley	49675	0.02692345
1986	F	Hannah	3385	0.00183464
1986	F	Teresa	2009	0.00108886
1986	F	Caroline	1802	9.7667e-4
1986	F	Stefanie	1389	7.5283e-4
1986	F	Claudia	1331	7.2139e-4
1986	F	Karina	722	3.9132e-4
1986	F	Karin	210	1.1382e-4
1986	F	Helena	206	1.1165e-4
1986	F	Magdalena	196	1.0623e-4
1986	F	Charmaine	187	1.0135e-4
1986	F	Clarice	82	4.444e-5
1986	F	Page	42	2.276e-5
1986	F	Hanne	5	2.71e-6
1986	M	Ashley	418	2.176e-4
1986	M	Ahmad	246	1.2806e-4
1986	M	Mohammad	173	9.006e-5
1986	M	Claudia	21	1.093e-5
1986	M	Karina	16	8.33e-6
1986	M	Florian	13	6.77e-6
1986	M	Hannah	12	6.25e-6
1986	M	Page	10	5.21e-6
1986	M	Teresa	8	4.16e-6
1986	M	Caroline	5	2.6e-6
1986	M	Karin	5	2.6e-6
1986	M	Magdalena	5	2.6e-6
1987	F	Ashley	54851	0.02927212
1987	F	Hannah	4592	0.00245059
1987	F	Caroline	2045	0.00109135
1987	F	Teresa	1781	9.5046e-4
1987	F	Claudia	1304	6.959e-4
1987	F	Stefanie	1259	6.7189e-4
1987	F	Karina	848	4.5255e-4
1987	F	Karin	195	1.0406e-4
1987	F	Charmaine	184	9.819e-5
1987	F	Magdalena	170	9.072e-5
1987	F	Helena	166	8.859e-5
1987	F	Clarice	79	4.216e-5
1987	F	Page	76	4.056e-5
1987	F	Oona	6	3.2e-6
1987	M	Ashley	409	2.098e-4
1987	M	Ahmad	283	1.4517e-4
1987	M	Mohammad	219	1.1234e-4
1987	M	Hannah	26	1.334e-5
1987	M	Claudia	18	9.23e-6
1987	M	Karina	15	7.69e-6
1987	M	Florian	12	6.16e-6
1987	M	Teresa	12	6.16e-6
1987	M	Caroline	11	5.64e-6
1987	M	Stefanie	6	3.08e-6
1988	F	Ashley	49961	0.02598643
1988	F	Hannah	5559	0.00289143
1988	F	Caroline	2322	0.00120775
1988	F	Teresa	1633	8.4938e-4
1988	F	Karina	1288	6.6993e-4
1988	F	Claudia	1267	6.5901e-4
1988	F	Stefanie	1154	6.0024e-4
1988	F	Charmaine	215	1.1183e-4
1988	F	Helena	185	9.622e-5
1988	F	Karin	179	9.31e-5
1988	F	Magdalena	168	8.738e-5
1988	F	Page	85	4.421e-5
1988	F	Clarice	83	4.317e-5
1988	F	Hanne	6	3.12e-6
1988	M	Ashley	303	1.514e-4
1988	M	Mohammad	239	1.1942e-4
1988	M	Ahmad	238	1.1892e-4
1988	M	Claudia	23	1.149e-5
1988	M	Hannah	22	1.099e-5
1988	M	Page	14	7e-6
1988	M	Karina	13	6.5e-6
1988	M	Caroline	8	4e-6
1988	M	Florian	8	4e-6
1988	M	Karin	7	3.5e-6
1988	M	Teresa	7	3.5e-6
1989	F	Ashley	47587	0.02389038
1989	F	Hannah	7830	0.00393094
1989	F	Caroline	2663	0.00133692
1989	F	Karina	1539	7.7263e-4
1989	F	Teresa	1530	7.6811e-4
1989	F	Claudia	1415	7.1038e-4
1989	F	Stefanie	1002	5.0304e-4
1989	F	Charmaine	227	1.1396e-4
1989	F	Karin	181	9.087e-5
1989	F	Helena	175	8.786e-5
1989	F	Magdalena	169	8.484e-5
1989	F	Page	84	4.217e-5
1989	F	Clarice	63	3.163e-5
1989	F	Mohammad	5	2.51e-6
1989	M	Ashley	376	1.7944e-4
1989	M	Ahmad	315	1.5033e-4
1989	M	Mohammad	251	1.1978e-4
1989	M	Hannah	46	2.195e-5
1989	M	Caroline	30	1.432e-5
1989	M	Karina	21	1.002e-5
1989	M	Claudia	19	9.07e-6
1989	M	Page	14	6.68e-6
1989	M	Teresa	12	5.73e-6
1989	M	Florian	8	3.82e-6
1989	M	Stefanie	5	2.39e-6
1990	F	Ashley	45558	0.02218055
1990	F	Hannah	10274	0.00500204
1990	F	Caroline	2820	0.00137296
1990	F	Teresa	1611	7.8434e-4
1990	F	Karina	1561	7.5999e-4
1990	F	Claudia	1494	7.2737e-4
1990	F	Stefanie	957	4.6593e-4
1990	F	Charmaine	240	1.1685e-4
1990	F	Magdalena	209	1.0175e-4
1990	F	Helena	199	9.689e-5
1990	F	Karin	158	7.692e-5
1990	F	Page	133	6.475e-5
1990	F	Clarice	70	3.408e-5
1990	F	Hanne	6	2.92e-6
1990	F	Oona	5	2.43e-6
1990	M	Ahmad	327	1.5201e-4
1990	M	Mohammad	277	1.2877e-4
1990	M	Ashley	239	1.111e-4
1990	M	Hannah	29	1.348e-5
1990	M	Claudia	22	1.023e-5
1990	M	Page	15	6.97e-6
1990	M	Caroline	13	6.04e-6
1990	M	Florian	12	5.58e-6
1990	M	Karina	10	4.65e-6
1990	M	Teresa	7	3.25e-6
1990	M	Charmaine	6	2.79e-6
1990	M	Karin	5	2.32e-6
1991	F	Ashley	43479	0.0213854
1991	F	Hannah	10768	0.0052963
1991	F	Caroline	2843	0.00139835
1991	F	Karina	1796	8.8337e-4
1991	F	Claudia	1568	7.7123e-4
1991	F	Teresa	1488	7.3188e-4
1991	F	Stefanie	826	4.0627e-4
1991	F	Charmaine	256	1.2592e-4
1991	F	Helena	196	9.64e-5
1991	F	Magdalena	192	9.444e-5
1991	F	Karin	148	7.279e-5
1991	F	Page	96	4.722e-5
1991	F	Clarice	88	4.328e-5
1991	M	Mohammad	325	1.5336e-4
1991	M	Ahmad	293	1.3826e-4
1991	M	Ashley	180	8.494e-5
1991	M	Hannah	23	1.085e-5
1991	M	Claudia	20	9.44e-6
1991	M	Page	14	6.61e-6
1991	M	Florian	11	5.19e-6
1991	M	Karina	10	4.72e-6
1992	F	Ashley	38452	0.01918478
1992	F	Hannah	11491	0.00573318
1992	F	Caroline	3176	0.0015846
1992	F	Karina	1949	9.7241e-4
1992	F	Claudia	1595	7.9579e-4
1992	F	Teresa	1372	6.8453e-4
1992	F	Stefanie	772	3.8517e-4
1992	F	Charmaine	265	1.3222e-4
1992	F	Magdalena	219	1.0927e-4
1992	F	Helena	187	9.33e-5
1992	F	Karin	112	5.588e-5
1992	F	Page	95	4.74e-5
1992	F	Clarice	83	4.141e-5
1992	F	Hanne	7	3.49e-6
1992	F	Oona	5	2.49e-6
1992	M	Ahmad	309	1.4724e-4
1992	M	Mohammad	309	1.4724e-4
1992	M	Ashley	168	8.005e-5
1992	M	Karina	18	8.58e-6
1992	M	Hannah	12	5.72e-6
1992	M	Page	11	5.24e-6
1992	M	Claudia	10	4.77e-6
1992	M	Florian	10	4.77e-6
1992	M	Caroline	7	3.34e-6
1992	M	Teresa	5	2.38e-6
1993	F	Ashley	34850	0.01767981
1993	F	Hannah	12504	0.00634342
1993	F	Caroline	3081	0.00156303
1993	F	Karina	2202	0.0011171
1993	F	Claudia	1592	8.0764e-4
1993	F	Teresa	1234	6.2602e-4
1993	F	Stefanie	589	2.9881e-4
1993	F	Magdalena	269	1.3647e-4
1993	F	Helena	233	1.182e-4
1993	F	Charmaine	188	9.537e-5
1993	F	Karin	141	7.153e-5
1993	F	Page	95	4.819e-5
1993	F	Clarice	84	4.261e-5
1993	F	Oona	11	5.58e-6
1993	F	Hanne	6	3.04e-6
1993	M	Ahmad	342	1.6562e-4
1993	M	Mohammad	338	1.6368e-4
1993	M	Ashley	135	6.538e-5
1993	M	Hannah	19	9.2e-6
1993	M	Karina	17	8.23e-6
1993	M	Claudia	13	6.3e-6
1993	M	Florian	12	5.81e-6
1993	M	Page	12	5.81e-6
1993	M	Karin	5	2.42e-6
1993	M	Teresa	5	2.42e-6
1994	F	Ashley	30278	0.01553495
1994	F	Hannah	14494	0.00743654
1994	F	Caroline	3449	0.0017696
1994	F	Karina	2262	0.00116058
1994	F	Claudia	1503	7.7116e-4
1994	F	Teresa	1098	5.6336e-4
1994	F	Stefanie	498	2.5551e-4
1994	F	Helena	287	1.4725e-4
1994	F	Magdalena	262	1.3443e-4
1994	F	Charmaine	161	8.261e-5
1994	F	Karin	121	6.208e-5
1994	F	Page	86	4.412e-5
1994	F	Clarice	66	3.386e-5
1994	F	Hanne	9	4.62e-6
1994	F	Oona	7	3.59e-6
1994	M	Ahmad	364	1.7861e-4
1994	M	Mohammad	317	1.5555e-4
1994	M	Ashley	132	6.477e-5
1994	M	Hannah	18	8.83e-6
1994	M	Karina	15	7.36e-6
1994	M	Page	15	7.36e-6
1994	M	Claudia	9	4.42e-6
1994	M	Florian	9	4.42e-6
1994	M	Caroline	7	3.43e-6
1995	F	Ashley	26602	0.01384642
1995	F	Hannah	17010	0.00885376
1995	F	Caroline	3799	0.00197739
1995	F	Karina	2985	0.0015537
1995	F	Claudia	1750	9.1088e-4
1995	F	Teresa	1044	5.4341e-4
1995	F	Stefanie	403	2.0976e-4
1995	F	Helena	340	1.7697e-4
1995	F	Magdalena	263	1.3689e-4
1995	F	Charmaine	121	6.298e-5
1995	F	Page	119	6.194e-5
1995	F	Karin	87	4.528e-5
1995	F	Clarice	70	3.644e-5
1995	F	Oona	12	6.25e-6
1995	F	Hanne	7	3.64e-6
1995	M	Mohammad	349	1.7355e-4
1995	M	Ahmad	347	1.7255e-4
1995	M	Ashley	112	5.569e-5
1995	M	Hannah	22	1.094e-5
1995	M	Karina	16	7.96e-6
1995	M	Page	15	7.46e-6
1995	M	Florian	12	5.97e-6
1995	M	Teresa	10	4.97e-6
1995	M	Karin	6	2.98e-6
1996	F	Ashley	23677	0.01235183
1996	F	Hannah	18595	0.00970065
1996	F	Caroline	4465	0.0023293
1996	F	Karina	2867	0.00149566
1996	F	Claudia	1807	9.4268e-4
1996	F	Teresa	1070	5.582e-4
1996	F	Stefanie	380	1.9824e-4
1996	F	Helena	350	1.8259e-4
1996	F	Magdalena	250	1.3042e-4
1996	F	Charmaine	96	5.008e-5
1996	F	Page	94	4.904e-5
1996	F	Karin	86	4.486e-5
1996	F	Clarice	73	3.808e-5
1996	F	Oona	18	9.39e-6
1996	F	Hanne	7	3.65e-6
1996	M	Mohammad	397	1.9817e-4
1996	M	Ahmad	389	1.9417e-4
1996	M	Ashley	108	5.391e-5
1996	M	Hannah	21	1.048e-5
1996	M	Florian	15	7.49e-6
1996	M	Page	14	6.99e-6
1996	M	Claudia	8	3.99e-6
1996	M	Karina	7	3.49e-6
1997	F	Ashley	20895	0.01094662
1997	F	Hannah	20591	0.01078736
1997	F	Caroline	4439	0.00232554
1997	F	Karina	2373	0.00124318
1997	F	Claudia	1837	9.6238e-4
1997	F	Teresa	1077	5.6423e-4
1997	F	Stefanie	328	1.7183e-4
1997	F	Helena	310	1.6241e-4
1997	F	Magdalena	288	1.5088e-4
1997	F	Page	99	5.186e-5
1997	F	Charmaine	94	4.925e-5
1997	F	Karin	90	4.715e-5
1997	F	Clarice	79	4.139e-5
1997	F	Hanne	10	5.24e-6
1997	F	Oona	7	3.67e-6
1997	M	Mohammad	398	1.9927e-4
1997	M	Ahmad	376	1.8825e-4
1997	M	Ashley	95	4.756e-5
1997	M	Hannah	18	9.01e-6
1997	M	Page	12	6.01e-6
1997	M	Florian	11	5.51e-6
1997	M	Karina	8	4.01e-6
1997	M	Caroline	5	2.5e-6
1998	F	Hannah	21373	0.01102833
1998	F	Ashley	19874	0.01025486
1998	F	Caroline	4275	0.00220587
1998	F	Karina	2235	0.00115325
1998	F	Claudia	1706	8.8029e-4
1998	F	Teresa	981	5.0619e-4
1998	F	Helena	339	1.7492e-4
1998	F	Stefanie	314	1.6202e-4
1998	F	Magdalena	262	1.3519e-4
1998	F	Page	93	4.799e-5
1998	F	Charmaine	83	4.283e-5
1998	F	Karin	81	4.18e-5
1998	F	Clarice	60	3.096e-5
1998	F	Oona	16	8.26e-6
1998	F	Hanne	10	5.16e-6
1998	M	Ahmad	608	2.9993e-4
1998	M	Mohammad	450	2.2199e-4
1998	M	Ashley	78	3.848e-5
1998	M	Hannah	21	1.036e-5
1998	M	Florian	14	6.91e-6
1998	M	Page	12	5.92e-6
1998	M	Karina	11	5.43e-6
1998	M	Caroline	6	2.96e-6
1998	M	Karin	6	2.96e-6
1999	F	Hannah	21673	0.01113604
1999	F	Ashley	18136	0.00931865
1999	F	Caroline	4472	0.00229781
1999	F	Karina	2378	0.00122187
1999	F	Claudia	1658	8.5191e-4
1999	F	Teresa	975	5.0098e-4
1999	F	Helena	415	2.1324e-4
1999	F	Stefanie	276	1.4181e-4
1999	F	Magdalena	242	1.2434e-4
1999	F	Karin	83	4.265e-5
1999	F	Clarice	79	4.059e-5
1999	F	Charmaine	77	3.956e-5
1999	F	Page	62	3.186e-5
1999	F	Oona	13	6.68e-6
1999	F	Hanne	8	4.11e-6
1999	M	Ahmad	562	2.7571e-4
1999	M	Mohammad	426	2.0899e-4
1999	M	Ashley	77	3.778e-5
1999	M	Hannah	26	1.276e-5
1999	M	Florian	13	6.38e-6
1999	M	Page	10	4.9100000000000004e-06
1999	M	Caroline	6	2.94e-6
1999	M	Karin	6	2.94e-6
1999	M	Claudia	5	2.45e-6
2000	F	Hannah	23080	0.01156961
2000	F	Ashley	17997	0.00902159
2000	F	Caroline	5022	0.00251744
2000	F	Karina	2133	0.00106924
2000	F	Claudia	1608	8.0606e-4
2000	F	Teresa	898	4.5015e-4
2000	F	Helena	367	1.8397e-4
2000	F	Stefanie	249	1.2482e-4
2000	F	Magdalena	244	1.2231e-4
2000	F	Karin	73	3.659e-5
2000	F	Clarice	70	3.509e-5
2000	F	Charmaine	68	3.409e-5
2000	F	Page	58	2.907e-5
2000	F	Oona	19	9.52e-6
2000	F	Hanne	8	4.01e-6
2000	M	Ahmad	526	2.5199e-4
2000	M	Mohammad	508	2.4337e-4
2000	M	Ashley	82	3.9280000000000003e-05
2000	M	Hannah	25	1.198e-5
2000	M	Florian	17	8.14e-6
2000	M	Page	9	4.31e-6
2000	M	Caroline	7	3.35e-6
2000	M	Karina	5	2.4e-6
2001	F	Hannah	20712	0.01046039
2001	F	Ashley	16526	0.0083463
2001	F	Caroline	4862	0.00245551
2001	F	Karina	1963	9.9139e-4
2001	F	Claudia	1495	7.5504e-4
2001	F	Teresa	830	4.1918e-4
2001	F	Helena	415	2.0959e-4
2001	F	Magdalena	268	1.3535e-4
2001	F	Stefanie	251	1.2677e-4
2001	F	Clarice	116	5.858e-5
2001	F	Karin	71	3.586e-5
2001	F	Charmaine	48	2.424e-5
2001	F	Page	47	2.374e-5
2001	F	Oona	23	1.162e-5
2001	F	Hanne	7	3.54e-6
2001	M	Ahmad	661	3.1972e-4
2001	M	Mohammad	470	2.2734e-4
2001	M	Ashley	74	3.579e-5
2001	M	Hannah	22	1.064e-5
2001	M	Florian	9	4.35e-6
2001	M	Caroline	8	3.87e-6
2001	M	Page	6	2.9e-6
2001	M	Karina	5	2.42e-6
2002	F	Hannah	18819	0.00953364
2002	F	Ashley	15342	0.00777221
2002	F	Caroline	4655	0.00235821
2002	F	Karina	1959	9.9242e-4
2002	F	Claudia	1396	7.0721e-4
2002	F	Teresa	787	3.9869e-4
2002	F	Helena	432	2.1885e-4
2002	F	Magdalena	225	1.1398e-4
2002	F	Stefanie	196	9.929e-5
2002	F	Clarice	91	4.61e-5
2002	F	Page	62	3.141e-5
2002	F	Karin	59	2.989e-5
2002	F	Charmaine	49	2.482e-5
2002	F	Oona	25	1.266e-5
2002	F	Hanne	11	5.57e-6
2002	M	Ahmad	626	3.0307e-4
2002	M	Mohammad	422	2.0431e-4
2002	M	Ashley	60	2.905e-5
2002	M	Hannah	26	1.259e-5
2002	M	Florian	17	8.23e-6
2002	M	Karin	9	4.36e-6
2002	M	Page	7	3.39e-6
2002	M	Claudia	5	2.42e-6
2003	F	Hannah	17634	0.00879323
2003	F	Ashley	14513	0.00723694
2003	F	Caroline	4585	0.00228632
2003	F	Karina	1976	9.8534e-4
2003	F	Claudia	1303	6.4974e-4
2003	F	Teresa	703	3.5055e-4
2003	F	Helena	541	2.6977e-4
2003	F	Magdalena	261	1.3015e-4
2003	F	Stefanie	202	1.0073e-4
2003	F	Clarice	75	3.74e-5
2003	F	Page	55	2.743e-5
2003	F	Karin	54	2.693e-5
2003	F	Charmaine	34	1.695e-5
2003	F	Oona	18	8.98e-6
2003	F	Hanne	6	2.99e-6
2003	M	Ahmad	542	2.5809e-4
2003	M	Mohammad	395	1.8809e-4
2003	M	Ashley	78	3.714e-5
2003	M	Hannah	24	1.143e-5
2003	M	Florian	17	8.1e-6
2003	M	Karin	5	2.38e-6
2004	F	Hannah	15604	0.00773783
2004	F	Ashley	14372	0.0071269
2004	F	Caroline	4377	0.0021705
2004	F	Karina	1734	8.5987e-4
2004	F	Claudia	1202	5.9606e-4
2004	F	Teresa	746	3.6993e-4
2004	F	Helena	511	2.534e-4
2004	F	Magdalena	312	1.5472e-4
2004	F	Stefanie	188	9.323e-5
2004	F	Clarice	69	3.422e-5
2004	F	Karin	49	2.43e-5
2004	F	Page	45	2.231e-5
2004	F	Charmaine	37	1.835e-5
2004	F	Oona	27	1.339e-5
2004	F	Hanne	9	4.46e-6
2004	M	Ahmad	508	2.4051e-4
2004	M	Mohammad	340	1.6097e-4
2004	M	Hannah	103	4.876e-5
2004	M	Ashley	88	4.166e-5
2004	M	Caroline	13	6.15e-6
2004	M	Florian	11	5.21e-6
2004	M	Page	9	4.26e-6
2004	M	Karin	6	2.84e-6
2005	F	Hannah	14845	0.00731939
2005	F	Ashley	13274	0.0065448
2005	F	Caroline	3973	0.0019589
2005	F	Karina	1630	8.0368e-4
2005	F	Claudia	1021	5.0341e-4
2005	F	Teresa	671	3.3084e-4
2005	F	Helena	529	2.6083e-4
2005	F	Magdalena	319	1.5728e-4
2005	F	Stefanie	157	7.741e-5
2005	F	Clarice	69	3.402e-5
2005	F	Karin	46	2.268e-5
2005	F	Page	43	2.12e-5
2005	F	Charmaine	27	1.331e-5
2005	F	Oona	27	1.331e-5
2005	F	Hanne	7	3.45e-6
2005	M	Ahmad	542	2.5493e-4
2005	M	Mohammad	344	1.618e-4
2005	M	Ashley	69	3.245e-5
2005	M	Hannah	13	6.11e-6
2005	M	Florian	11	5.17e-6
2005	M	Caroline	7	3.29e-6
2005	M	Karin	5	2.35e-6
2006	F	Hannah	14544	0.00696202
2006	F	Ashley	12345	0.00590939
2006	F	Caroline	3788	0.00181327
2006	F	Karina	1530	7.3239e-4
2006	F	Claudia	966	4.6241e-4
2006	F	Helena	595	2.8482e-4
2006	F	Teresa	565	2.7046e-4
2006	F	Magdalena	295	1.4121e-4
2006	F	Stefanie	147	7.037e-5
2006	F	Karin	54	2.585e-5
2006	F	Clarice	49	2.346e-5
2006	F	Page	43	2.058e-5
2006	F	Oona	36	1.723e-5
2006	F	Charmaine	26	1.245e-5
2006	F	Hanne	7	3.35e-6
2006	M	Ahmad	487	2.2229e-4
2006	M	Mohammad	412	1.8806e-4
2006	M	Ashley	59	2.693e-5
2006	M	Florian	17	7.76e-6
2006	M	Hannah	13	5.93e-6
2006	M	Karin	9	4.11e-6
2007	F	Hannah	13304	0.00629091
2007	F	Ashley	11425	0.00540241
2007	F	Caroline	3406	0.00161056
2007	F	Karina	1588	7.509e-4
2007	F	Claudia	813	3.8443e-4
2007	F	Helena	584	2.7615e-4
2007	F	Teresa	563	2.6622e-4
2007	F	Magdalena	324	1.5321e-4
2007	F	Stefanie	108	5.107e-5
2007	F	Clarice	62	2.932e-5
2007	F	Karin	41	1.939e-5
2007	F	Page	35	1.655e-5
2007	F	Oona	32	1.513e-5
2007	F	Charmaine	30	1.419e-5
2007	F	Hanne	9	4.26e-6
2007	M	Ahmad	462	2.0873e-4
2007	M	Mohammad	388	1.7529e-4
2007	M	Ashley	55	2.485e-5
2007	M	Hannah	17	7.68e-6
2007	M	Florian	15	6.78e-6
2007	M	Karin	9	4.07e-6
2008	F	Hannah	9560	0.0045941
2008	F	Ashley	9403	0.00451865
2008	F	Caroline	3540	0.00170116
2008	F	Karina	1444	6.9392e-4
2008	F	Claudia	771	3.7051e-4
2008	F	Teresa	534	2.5662e-4
2008	F	Helena	501	2.4076e-4
2008	F	Magdalena	310	1.4897e-4
2008	F	Stefanie	117	5.622e-5
2008	F	Clarice	47	2.259e-5
2008	F	Karin	46	2.211e-5
2008	F	Page	42	2.018e-5
2008	F	Oona	34	1.634e-5
2008	F	Charmaine	29	1.394e-5
2008	M	Ahmad	465	2.1345e-4
